Pathway,Metabolite
Metabolic pathways,dCTP
Metabolic pathways,dTTP
Metabolic pathways,dUTP
Metabolic pathways,Chitin
Metabolic pathways,Indole
Metabolic pathways,Mannan
Metabolic pathways,Estrone
Metabolic pathways,Ethanol
Metabolic pathways,Pectate
Metabolic pathways,Retinol
Metabolic pathways,Ribitol
Metabolic pathways,Cytidine
Metabolic pathways,Ecdysone
Metabolic pathways,Propanal
Metabolic pathways,Sinapate
Metabolic pathways,Tyramine
Metabolic pathways,Bilirubin
Metabolic pathways,Carnitine
Metabolic pathways,Formamide
Metabolic pathways,Glutarate
Metabolic pathways,Itaconate
Metabolic pathways,L-Cystine
Metabolic pathways,Raffinose
Metabolic pathways,Shikimate
Metabolic pathways,(R)-Malate
Metabolic pathways,ADP-glucose
Metabolic pathways,Allantoate
Metabolic pathways,Biliverdin
Metabolic pathways,CDP-glucose
Metabolic pathways,D-Xylonate
Metabolic pathways,Folate
Metabolic pathways,L-Cysteate
Metabolic pathways,L-Rhamnose
Metabolic pathways,L-Ribulose
Metabolic pathways,Naringenin
Metabolic pathways,Acrylic acid
Metabolic pathways,Benzoyl-CoA
Metabolic pathways,D-Mannonate
Metabolic pathways,D-Ornithine
Metabolic pathways,Hypotaurine
Metabolic pathways,(S)-Limonene
Metabolic pathways,(R)-Pantoate
Metabolic pathways,Androsterone
Metabolic pathways,Cytochrome c
Metabolic pathways,Deoxyuridine
Metabolic pathways,Glutaryl-CoA
Metabolic pathways,Hydroquinone
Metabolic pathways,Itaconyl-CoA
Metabolic pathways,L-Arabitol
Metabolic pathways,Nitric oxide
Metabolic pathways,Pyridoxamine
Metabolic pathways,Testosterone
Metabolic pathways,Cinnamoyl-CoA
Metabolic pathways,Cob(II)alamin
Metabolic pathways,Dimethylamine
Metabolic pathways,Homogentisate
Metabolic pathways,L-Arabinonate
Metabolic pathways,Methylglyoxal
Metabolic pathways,L-Noradrenaline
Metabolic pathways,Sphingomyelin
Metabolic pathways,meso-Tartaric acid
Metabolic pathways,4-Aminobutyraldehyde
Metabolic pathways,Benzyl alcohol
Metabolic pathways,D-Tagaturonate
Metabolic pathways,Deoxyadenosine
Metabolic pathways,Mandelonitrile
Metabolic pathways,Trimethylamine
Metabolic pathways,(3S)-Citryl-CoA
Metabolic pathways,4-Aminobenzoate
Metabolic pathways,Arabinogalactan
Metabolic pathways,CDP-ethanolamine
Metabolic pathways,Keratan sulfate
Metabolic pathways,"3',5'-Cyclic AMP"
Metabolic pathways,Betaine aldehyde
Metabolic pathways,D-Glyceraldehyde
Metabolic pathways,Dimethyl sulfide
Metabolic pathways,Guanidinoacetate
Metabolic pathways,Phenylacetyl-CoA
Metabolic pathways,"Propane-1,2-diol"
Metabolic pathways,Prostaglandin E2
Metabolic pathways,Choline phosphate
Metabolic pathways,Coniferyl alcohol
Metabolic pathways,Sulfoacetaldehyde
Metabolic pathways,"2-Hydroxy-2,4-pentadienoate"
Metabolic pathways,Phenylacetaldehyde
Metabolic pathways,(S)-Ureidoglycolate
Metabolic pathways,3-Sulfino-L-alanine
Metabolic pathways,UDP-D-galacturonate
Metabolic pathways,3-Dehydro-L-gulonate
Metabolic pathways,alpha-D-Ribose 1-phosphate
Metabolic pathways,Dolichyl diphosphate
Metabolic pathways,N-Acetyl-L-glutamate
Metabolic pathways,Pyridoxine phosphate
Metabolic pathways,"2,5-Dihydroxybenzoate"
Metabolic pathways,2-Methylpropanoyl-CoA
Metabolic pathways,2-Phospho-D-glycerate
Metabolic pathways,3-Hydroxyanthranilate
Metabolic pathways,4-Hydroxybenzaldehyde
Metabolic pathways,Chondroitin 4-sulfate
Metabolic pathways,D-Mannose 1-phosphate
Metabolic pathways,Indole-3-acetaldehyde
Metabolic pathways,Long-chain fatty acid
Metabolic pathways,Prostaglandin F2alpha
Metabolic pathways,"1,2-Diacyl-sn-glycerol"
Metabolic pathways,4-Hydroxyphenylacetate
Metabolic pathways,5-Hydroxy-L-tryptophan
Metabolic pathways,D-Mannitol 1-phosphate
Metabolic pathways,N-Acetyl-D-mannosamine
Metabolic pathways,Pyridoxamine phosphate
Metabolic pathways,"D-Arabinono-1,4-lactone"
Metabolic pathways,Xanthosine 5'-phosphate
Metabolic pathways,5-Formiminotetrahydrofolate
Metabolic pathways,"beta-D-Fructose 2,6-bisphosphate"
Metabolic pathways,"LL-2,6-Diaminoheptanedioate"
Metabolic pathways,alpha-D-Glucose 6-phosphate
Metabolic pathways,gamma-L-Glutamyl-L-cysteine
Metabolic pathways,(S)-3-Methyl-2-oxopentanoic acid
Metabolic pathways,2-Deoxy-D-ribose 1-phosphate
Metabolic pathways,2-Deoxy-D-ribose 5-phosphate
Metabolic pathways,"5alpha-Androstane-3,17-dione"
Metabolic pathways,5-Dehydro-4-deoxy-D-glucarate
Metabolic pathways,"meso-2,6-Diaminoheptanedioate"
Metabolic pathways,1-Acyl-sn-glycerol 3-phosphate
Metabolic pathways,2-Hydroxymuconate semialdehyde
Metabolic pathways,(S)-Methylmalonyl-CoA
Metabolic pathways,2-Dehydro-3-deoxy-L-arabinonate
Metabolic pathways,3-Oxoacyl-[acyl-carrier protein]
Metabolic pathways,dTDP-4-dehydro-beta-L-rhamnose
Metabolic pathways,"alpha,alpha'-Trehalose 6-phosphate"
Metabolic pathways,"2,4,6/3,5-Pentahydroxycyclohexanone"
Metabolic pathways,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate
Metabolic pathways,"trans-2,3-Dehydroacyl-[acyl-carrier protein]"
Metabolic pathways,Cholic acid
Metabolic pathways,Prostaglandin D2
Metabolic pathways,Nitrogen
Metabolic pathways,XTP
Metabolic pathways,dCDP
Metabolic pathways,Pectin
Metabolic pathways,Amylose
Metabolic pathways,Betaine
Metabolic pathways,Dextrin
Metabolic pathways,Nitrile
Metabolic pathways,Tropine
Metabolic pathways,Chitosan
Metabolic pathways,Cortisol
Metabolic pathways,D-Lysine
Metabolic pathways,D-Serine
Metabolic pathways,Macrocin
Metabolic pathways,Nicotine
Metabolic pathways,Siroheme
Metabolic pathways,Spermine
Metabolic pathways,Squalene
Metabolic pathways,4-Hydroxy-3-methoxy-benzaldehyde
Metabolic pathways,Cellulose
Metabolic pathways,Cortisone
Metabolic pathways,D-Proline
Metabolic pathways,Phloretin
Metabolic pathways,Retinoate
Metabolic pathways,Serotonin
Metabolic pathways,Tropinone
Metabolic pathways,Urocanate
Metabolic pathways,(-)-Vestitone
Metabolic pathways,L-Adrenaline
Metabolic pathways,CDP-ribitol
Metabolic pathways,Creatinine
Metabolic pathways,D-Arginine
Metabolic pathways,D-Cysteine
Metabolic pathways,D-Sorbitol
Metabolic pathways,D-Tagatose
Metabolic pathways,Formyl-CoA
Metabolic pathways,L-Gulonate
Metabolic pathways,Oxalureate
Metabolic pathways,Propynoate
Metabolic pathways,Salicylate
Metabolic pathways,4-Coumarate
Metabolic pathways,Barbiturate
Metabolic pathways,Biochanin A
Metabolic pathways,D-Altronate
Metabolic pathways,D-Glucarate
Metabolic pathways,D-Glutamine
Metabolic pathways,D-Threonine
Metabolic pathways,Dopaquinone
Metabolic pathways,L-Arogenate
Metabolic pathways,Lactoyl-CoA
Metabolic pathways,Menaquinone
Metabolic pathways,Naphthalene
Metabolic pathways,Pantetheine
Metabolic pathways,Sepiapterin
Metabolic pathways,Sphinganine
Metabolic pathways,dTDP-glucose
Metabolic pathways,Prunasin
Metabolic pathways,2-Furoyl-CoA
Metabolic pathways,3-Oxoadipate
Metabolic pathways,4-Pyridoxate
Metabolic pathways,Cob(I)alamin
Metabolic pathways,D-Methionine
Metabolic pathways,Deamino-NAD+
Metabolic pathways,Formononetin
Metabolic pathways,Gibberellin A1
Metabolic pathways,L-Histidinol
Metabolic pathways,L-Rhamnulose
Metabolic pathways,Methanofuran
Metabolic pathways,Pantothenate
Metabolic pathways,Coenzyme F420
Metabolic pathways,Crotonoyl-CoA
Metabolic pathways,D-Arabinonate
Metabolic pathways,D-Galactarate
Metabolic pathways,D-Galactonate
Metabolic pathways,Deoxycytidine
Metabolic pathways,Dephospho-CoA
Metabolic pathways,Homocarnosine
Metabolic pathways,Isochorismate
Metabolic pathways,Nitrous oxide
Metabolic pathways,Propenoyl-CoA
Metabolic pathways,"(R,R)-Tartaric acid"
Metabolic pathways,11-cis-Retinol
Metabolic pathways,Cinnamaldehyde
Metabolic pathways,D-Fructuronate
Metabolic pathways,Leukotriene A4
Metabolic pathways,Cephalosporin C
Metabolic pathways,Dihydropteroate
Metabolic pathways,Heparan sulfate
Metabolic pathways,Isonocardicin A
Metabolic pathways,Porphobilinogen
Metabolic pathways,UDP-L-arabinose
Metabolic pathways,(R)-Lactaldehyde
Metabolic pathways,2-Oxoglutaramate
Metabolic pathways,"3',5'-Cyclic GMP"
Metabolic pathways,3-Dehydroquinate
Metabolic pathways,Estradiol-17beta
Metabolic pathways,Indole-3-acetate
Metabolic pathways,L-2-Aminoadipate
Metabolic pathways,Mercaptopyruvate
Metabolic pathways,Plasmenylcholine
Metabolic pathways,Sterigmatocystin
Metabolic pathways,beta-D-Glucoside
Metabolic pathways,"1,3-beta-D-Glucan"
Metabolic pathways,2-Dehydropantoate
Metabolic pathways,Cyclomaltodextrin
Metabolic pathways,Dihydrokaempferol
Metabolic pathways,Dihydroxyfumarate
Metabolic pathways,GDP-D-mannuronate
Metabolic pathways,N-Acetylserotonin
Metabolic pathways,O-Acetyl-L-serine
Metabolic pathways,alpha-D-Galactose
Metabolic pathways,"1,3-Diaminopropane"
Metabolic pathways,2-Phosphoglycolate
Metabolic pathways,4-Hydroxybutanoic acid
Metabolic pathways,5-Aminopentanamide
Metabolic pathways,Aquacob(III)alamin
Metabolic pathways,D-Alanyl-D-alanine
Metabolic pathways,Formylmethanofuran
Metabolic pathways,O-Phospho-L-serine
Metabolic pathways,Reduced riboflavin
Metabolic pathways,Urea-1-carboxylate
Metabolic pathways,(3S)-Citramalyl-CoA
Metabolic pathways,3-Hydroxypropanoate
Metabolic pathways,L-Fucose
Metabolic pathways,6-Hydroxynicotinate
Metabolic pathways,Hydroxymethylbilane
Metabolic pathways,"N,N-Dimethylglycine"
Metabolic pathways,N6-Hydroxy-L-lysine
Metabolic pathways,S-Formylglutathione
Metabolic pathways,2-Methylbutanoyl-CoA
Metabolic pathways,4-Guanidinobutanoate
Metabolic pathways,4-Maleylacetoacetate
Metabolic pathways,"7,8-Diaminononanoate"
Metabolic pathways,"L-Gulono-1,4-lactone"
Metabolic pathways,Monodehydroascorbate
Metabolic pathways,N-Acetyl-L-aspartate
Metabolic pathways,N-Carbamoylsarcosine
Metabolic pathways,N-Formyl-L-aspartate
Metabolic pathways,N-Formyl-L-glutamate
Metabolic pathways,N-Methyl-L-glutamate
Metabolic pathways,UDP-N-acetylmuramate
Metabolic pathways,Uroporphyrinogen III
Metabolic pathways,"(S)-2,3-Epoxysqualene"
Metabolic pathways,(S)-6-Hydroxynicotine
Metabolic pathways,"2,5-Dihydroxypyridine"
Metabolic pathways,"3,5-Diiodo-L-tyrosine"
Metabolic pathways,4-Fumarylacetoacetate
Metabolic pathways,Pimeloyl-CoA
Metabolic pathways,D-Ribitol 5-phosphate
Metabolic pathways,O-Acetyl-L-homoserine
Metabolic pathways,Protoporphyrinogen IX
Metabolic pathways,Reduced coenzyme F420
Metabolic pathways,Thiamin monophosphate
Metabolic pathways,"alpha,alpha-Trehalose"
Metabolic pathways,(R)-2-Hydroxyglutarate
Metabolic pathways,(R)-3-Hydroxybutanoate
Metabolic pathways,Deacetylvindoline
Metabolic pathways,8-Amino-7-oxononanoate
Metabolic pathways,D-Fructose 1-phosphate
Metabolic pathways,Sorbitol 6-phosphate
Metabolic pathways,D-Tagatose 6-phosphate
Metabolic pathways,L-Fuculose 1-phosphate
Metabolic pathways,L-Histidinol phosphate
Metabolic pathways,L-Ribulose 5-phosphate
Metabolic pathways,O-Phospho-L-homoserine
Metabolic pathways,Orotidine 5'-phosphate
Metabolic pathways,Trimethylamine N-oxide
Metabolic pathways,(R)-5-Phosphomevalonate
Metabolic pathways,5-Amino-2-oxopentanoic acid
Metabolic pathways,D-Arabinose 5-phosphate
Metabolic pathways,D-Galactose 6-phosphate
Metabolic pathways,"L-Arabinono-1,4-lactone"
Metabolic pathways,"L-Galactono-1,4-lactone"
Metabolic pathways,O-Succinyl-L-homoserine
Metabolic pathways,Sphinganine 1-phosphate
Metabolic pathways,18-Hydroxycorticosterone
Metabolic pathways,"(2E,6E)-Farnesol"
Metabolic pathways,4-Hydroxy-2-oxoglutarate
Metabolic pathways,L-Rhamnulose 1-phosphate
Metabolic pathways,N-Acetyl-D-galactosamine
Metabolic pathways,Pantetheine 4'-phosphate
Metabolic pathways,S-Adenosylmethioninamine
Metabolic pathways,Streptomycin 6-phosphate
Metabolic pathways,"(3S)-3,6-Diaminohexanoate"
Metabolic pathways,(R)-5-Diphosphomevalonate
Metabolic pathways,(S)-3-Hydroxybutanoyl-CoA
Metabolic pathways,2-Hydroxy-3-oxopropanoate
Metabolic pathways,4-Trimethylammoniobutanal
Metabolic pathways,"D-Ribose 1,5-bisphosphate"
Metabolic pathways,N(pi)-Methyl-L-histidine
Metabolic pathways,Hydroxyproline
Metabolic pathways,"2,3-Bisphospho-D-glycerate"
Metabolic pathways,"3,4-Dihydroxyphenylacetate"
Metabolic pathways,"3-Carboxy-cis,cis-muconate"
Metabolic pathways,7-Dehydrocholesterol
Metabolic pathways,L-Glutamate 5-semialdehyde
Metabolic pathways,Pseudouridine 5'-phosphate
Metabolic pathways,UDP-N-acetyl-D-mannosamine
Metabolic pathways,beta-D-Glucose 6-phosphate
Metabolic pathways,17alpha-Hydroxyprogesterone
Metabolic pathways,Inositol 1-phosphate
Metabolic pathways,3-(4-Hydroxyphenyl)pyruvate
Metabolic pathways,4-Methylthio-2-oxobutanoic acid
Metabolic pathways,4-Trimethylammoniobutanoate
Metabolic pathways,"D-Ribulose 1,5-bisphosphate"
Metabolic pathways,Nicotinate D-ribonucleotide
Metabolic pathways,"(3S,5S)-3,5-Diaminohexanoate"
Metabolic pathways,3-Deoxy-D-manno-octulosonate
Metabolic pathways,Lathosterol
Metabolic pathways,Glucosylceramide
Metabolic pathways,1-Phosphatidyl-D-myo-inositol
Metabolic pathways,Caffeate
Metabolic pathways,3-(2-Hydroxyphenyl)propanoate
Metabolic pathways,Phytic acid
Metabolic pathways,(R)-3-Amino-2-methylpropanoate
Metabolic pathways,Malonyl-[acyl-carrier protein]
Metabolic pathways,Procollagen 5-hydroxy-L-lysine
Metabolic pathways,UDP-N-acetylmuramoyl-L-alanine
Metabolic pathways,(R)-Methylmalonyl-CoA
Metabolic pathways,2-Dehydro-3-deoxy-D-galactonate
Metabolic pathways,"5,6,7,8-Tetrahydromethanopterin"
Metabolic pathways,6-Phospho-2-dehydro-D-gluconate
Metabolic pathways,CDP-4-dehydro-6-deoxy-D-glucose
Metabolic pathways,"1D-myo-Inositol 1,4-bisphosphate"
Metabolic pathways,Dihydrostreptomycin 6-phosphate
Metabolic pathways,GDP-4-dehydro-6-deoxy-D-mannose
Metabolic pathways,"(9S,13S,15Z)-12-Oxophyto-10,15-dienoate"
Metabolic pathways,Dehydroepiandrosterone
Metabolic pathways,"Guanosine 3',5'-bis(diphosphate)"
Metabolic pathways,"alpha-D-Glucose 1,6-bisphosphate"
Metabolic pathways,sn-Glycero-3-phosphoethanolamine
Metabolic pathways,1-Aminocyclopropane-1-carboxylate
Metabolic pathways,alpha-D-Galactosyl-(1->3)-1D-myo-inositol
Metabolic pathways,"D-Glucono-1,5-lactone 6-phosphate"
Metabolic pathways,Phosphatidyl-N-methylethanolamine
Metabolic pathways,[Protein]-S8-aminomethyldihydrolipoyllysine
Metabolic pathways,"1D-myo-Inositol 1,3,4-trisphosphate"
Metabolic pathways,"D-myo-Inositol 1,4,5-trisphosphate"
Metabolic pathways,Dolichyl beta-D-glucosyl phosphate
Metabolic pathways,N-Acetyl-L-glutamate 5-semialdehyde
Metabolic pathways,"(R)-2-Hydroxybutane-1,2,4-tricarboxylate"
Metabolic pathways,"4-(2-Aminophenyl)-2,4-dioxobutanoate"
Metabolic pathways,"(3S)-3-Hydroxy-N6,N6,N6-trimethyl-L-lysine"
Metabolic pathways,"P1,P4-Bis(5'-adenosyl)tetraphosphate"
Metabolic pathways,"P1,P4-Bis(5'-guanosyl) tetraphosphate"
Metabolic pathways,beta-Alanyl-N(pi)-methyl-L-histidine
Metabolic pathways,2-Acetyl-1-alkyl-sn-glycero-3-phosphate
Metabolic pathways,3-(Imidazol-4-yl)-2-oxopropyl phosphate
Metabolic pathways,5-Amino-6-(5'-phosphoribosylamino)uracil
Metabolic pathways,5-O-(1-Carboxyvinyl)-3-phosphoshikimate
Metabolic pathways,(3R)-3-Hydroxyacyl-[acyl-carrier protein]
Metabolic pathways,"1D-myo-Inositol 1,3,4,5-tetrakisphosphate"
Metabolic pathways,"2-Hydroxy-6-oxo-6-phenylhexa-2,4-dienoate"
Metabolic pathways,"5-Formyl-5,6,7,8-tetrahydromethanopterin"
Metabolic pathways,1-Phosphatidyl-1D-myo-inositol 4-phosphate
Metabolic pathways,"2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate"
Metabolic pathways,4-Amino-5-hydroxymethyl-2-methylpyrimidine
Metabolic pathways,"1D-myo-Inositol 1,3,4,5,6-pentakisphosphate"
Metabolic pathways,2-Dehydro-3-deoxy-6-phospho-D-galactonate
Metabolic pathways,Lactosylceramide
Metabolic pathways,6-Hydroxypseudooxynicotine
Metabolic pathways,"6-(Hydroxymethyl)-7,8-dihydropterin"
Metabolic pathways,"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al"
Metabolic pathways,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate
Metabolic pathways,"2,5-Diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one"
Metabolic pathways,Prostaglandin I2
Metabolic pathways,Hydrogen cyanide
Metabolic pathways,dUDP
Metabolic pathways,FADH2
Metabolic pathways,3'-AMP
Metabolic pathways,3'-UMP
Metabolic pathways,Ethylene glycol
Metabolic pathways,Maleic acid
Metabolic pathways,Alanine
Metabolic pathways,Benzene
Metabolic pathways,Butanal
Metabolic pathways,Casbene
Metabolic pathways,Cocaine
Metabolic pathways,Cyanate
Metabolic pathways,Cys-Gly
Metabolic pathways,Loganin
Metabolic pathways,Methane
Metabolic pathways,Oxamate
Metabolic pathways,Toluate
Metabolic pathways,Toluene
